dataset_id,task_id,role,measurement_modality,n_variants_total,n_variants_measured,measured_frac,exact_n,censored_n,boundary_ambiguous_n,missing_n,informative_n,informative_frac,uncertainty_available_n,uncertainty_coverage,floor_value,floor_status,floor_source,ceiling_status,boundary_evidence,notes
TEV_ProtRec,DNLYFQS,task_panel,functional,2533,2533,1.0,2533,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EALYFHS,task_panel,functional,292,292,1.0,292,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EALYFQS,task_panel,functional,2771,2771,1.0,2771,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ECLYFQS,task_panel,functional,3570,3570,1.0,3570,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EDLYFQS,task_panel,functional,2618,2618,1.0,2618,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EDLYSQS,task_panel,functional,761,761,1.0,761,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EELCFQS,task_panel,functional,575,575,1.0,575,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EELYFQS,task_panel,functional,3112,3112,1.0,3112,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EFLYFQN,task_panel,functional,593,593,1.0,593,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EFLYFQS,task_panel,functional,1668,1668,1.0,1668,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EGLYFQS,task_panel,functional,2573,2573,1.0,2573,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EHLYFQS,task_panel,functional,2513,2513,1.0,2513,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EHLYSQS,task_panel,functional,1780,1780,1.0,1780,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EILYFQS,task_panel,functional,3596,3596,1.0,3596,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EKLYFQS,task_panel,functional,3185,3185,1.0,3185,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ELLYFQS,task_panel,functional,2793,2793,1.0,2793,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,EMLYFQS,task_panel,functional,2954,2954,1.0,2954,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENAYFQS,task_panel,functional,3449,3449,1.0,3449,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENCYFQS,task_panel,functional,3315,3315,1.0,3315,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENDYFQS,task_panel,functional,3902,3902,1.0,3902,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENEYFQS,task_panel,functional,3725,3725,1.0,3725,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENFYFQS,task_panel,functional,3352,3352,1.0,3352,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENGYFQS,task_panel,functional,2999,2999,1.0,2999,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENHYFQS,task_panel,functional,2892,2892,1.0,2892,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENIYFIS,task_panel,functional,794,794,1.0,794,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENIYFQS,task_panel,functional,2292,2292,1.0,2292,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENKYFQS,task_panel,functional,2405,2405,1.0,2405,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLAFQS,task_panel,functional,2574,2574,1.0,2574,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLCFQS,task_panel,functional,2422,2422,1.0,2422,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLCFRG,task_panel,functional,674,674,1.0,674,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLDFQS,task_panel,functional,3999,3999,1.0,3999,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLEFQS,task_panel,functional,3200,3200,1.0,3200,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLFFQS,task_panel,functional,4120,4120,1.0,4120,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLGFQS,task_panel,functional,1717,1717,1.0,1717,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLHFQS,task_panel,functional,3470,3470,1.0,3470,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLIFQS,task_panel,functional,2871,2871,1.0,2871,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLKFQS,task_panel,functional,3821,3821,1.0,3821,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLLFQS,task_panel,functional,2573,2573,1.0,2573,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLMFQS,task_panel,functional,2224,2224,1.0,2224,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLNFQS,task_panel,functional,3883,3883,1.0,3883,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLPFQS,task_panel,functional,3256,3256,1.0,3256,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLQFQS,task_panel,functional,2726,2726,1.0,2726,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLRFQS,task_panel,functional,2835,2835,1.0,2835,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLSFKS,task_panel,functional,9,9,1.0,9,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1） | too_sparse_for_task_level_use (n_variants_measured=9 < 100)
TEV_ProtRec,ENLSFQS,task_panel,functional,3418,3418,1.0,3418,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLTFQS,task_panel,functional,874,874,1.0,874,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLVFQS,task_panel,functional,1946,1946,1.0,1946,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLWFQS,task_panel,functional,2514,2514,1.0,2514,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYAQS,task_panel,functional,2069,2069,1.0,2069,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYCQS,task_panel,functional,1653,1653,1.0,1653,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYDQS,task_panel,functional,3431,3431,1.0,3431,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYEQS,task_panel,functional,3963,3963,1.0,3963,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFAS,task_panel,functional,2858,2858,1.0,2858,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFCS,task_panel,functional,2989,2989,1.0,2989,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFDS,task_panel,functional,2228,2228,1.0,2228,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFES,task_panel,functional,3544,3544,1.0,3544,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFFS,task_panel,functional,3826,3826,1.0,3826,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFGS,task_panel,functional,2188,2188,1.0,2188,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFHS,task_panel,functional,2602,2602,1.0,2602,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFIS,task_panel,functional,4345,4345,1.0,4345,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFKS,task_panel,functional,2959,2959,1.0,2959,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFLS,task_panel,functional,2280,2280,1.0,2280,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFMS,task_panel,functional,4022,4022,1.0,4022,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFNS,task_panel,functional,3065,3065,1.0,3065,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFPS,task_panel,functional,4054,4054,1.0,4054,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQ*,task_panel,functional,3059,3059,1.0,3059,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQA,task_panel,functional,34378,34378,1.0,51904,0,0,0,19953,0.3844,19953,0.3844,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQC,task_panel,functional,32174,32174,1.0,49867,0,0,0,20158,0.4042,20158,0.4042,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQD,task_panel,functional,37498,37498,1.0,56570,0,0,0,21674,0.3831,21674,0.3831,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQE,task_panel,functional,33832,33832,1.0,50734,0,0,0,19246,0.3794,19246,0.3794,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQF,task_panel,functional,29606,29606,1.0,46394,0,0,0,19142,0.4126,19142,0.4126,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQG,task_panel,functional,36391,36391,1.0,56361,0,0,0,22688,0.4025,22688,0.4025,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQH,task_panel,functional,30510,30510,1.0,47802,0,0,0,19700,0.4121,19700,0.4121,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQI,task_panel,functional,35413,35413,1.0,54522,0,0,0,21746,0.3988,21746,0.3988,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQK,task_panel,functional,39496,39496,1.0,50752,0,0,0,12864,0.2535,12864,0.2535,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQL,task_panel,functional,33563,33563,1.0,52006,0,0,0,20999,0.4038,20999,0.4038,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQM,task_panel,functional,31004,31004,1.0,43455,0,0,0,14229,0.3274,14229,0.3274,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQN,task_panel,functional,30648,30648,1.0,40090,0,0,0,10772,0.2687,10772,0.2687,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQP,task_panel,functional,30999,30999,1.0,48486,0,0,0,19874,0.4099,19874,0.4099,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQQ,task_panel,functional,29157,29157,1.0,45264,0,0,0,18380,0.4061,18380,0.4061,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQR,task_panel,functional,36273,36273,1.0,49591,0,0,0,15214,0.3068,15214,0.3068,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQS,task_panel,functional,56326,56326,1.0,167121,0,0,0,117025,0.7002,117025,0.7002,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQT,task_panel,functional,34749,34749,1.0,52719,0,0,0,20433,0.3876,20433,0.3876,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQV,task_panel,functional,31962,31962,1.0,45492,0,0,0,15419,0.3389,15419,0.3389,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQW,task_panel,functional,37311,37311,1.0,54773,0,0,0,19877,0.3629,19877,0.3629,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFQY,task_panel,functional,30082,30082,1.0,51782,0,0,0,24571,0.4745,24571,0.4745,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFRS,task_panel,functional,2879,2879,1.0,2879,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFSS,task_panel,functional,2625,2625,1.0,2625,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFTS,task_panel,functional,3418,3418,1.0,3418,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFVS,task_panel,functional,2352,2352,1.0,2352,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFWS,task_panel,functional,2920,2920,1.0,2920,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYFYS,task_panel,functional,3291,3291,1.0,3291,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYGQS,task_panel,functional,3368,3368,1.0,3368,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYHQS,task_panel,functional,4058,4058,1.0,4058,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYIQS,task_panel,functional,3049,3049,1.0,3049,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYKQS,task_panel,functional,3592,3592,1.0,3592,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYLQS,task_panel,functional,1624,1624,1.0,1624,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYMQS,task_panel,functional,3381,3381,1.0,3381,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
TEV_ProtRec,ENLYNQS,task_panel,functional,3741,3741,1.0,3741,0,0,0,0,0.0,0,0.0,,unresolved,none,not_documented,none,floor/ceiling 未文档化 -> unresolved：不产出 censored 与 boundary_ambiguous（AMENDMENT-011 §1）
